date,amount,description
17-04-2025,"10,616",GOOGLE ADS - Google ads spend Ref TUV2L129SN
29-06-2025,"? 11,071",INDIGO - IndiGo flight
16-06-2025,"3,213",ELECTRICITY - Electricity bill DEL
30-12-2025,967,GAS - Gas bill Payment G1D5GJ
19-01-2025,147,SBI - SBI service charge Ref 2AWPGSIGTM
15-08-2025,"2,939 INR",JIO - Jio fiber bill
05-10-2025,"? 10,987",INDIGO - IndiGo flight BLR
05-05-2025,126,ICICI - ICICI bank fee Txn YMGPG31X8SVR
05-07-2025,"12,662",GOOGLE CLOUD - Google Cloud billing UPI/1I7ZL6
24-05-2025,"7,508 INR",INDIGO - IndiGo flight BLR
13-08-2025,"? 2,964",GAS - Gas bill AHM
01-04-2025,68,SBI - SBI service charge DEL
23-11-2025,"9,614",META ADS - Meta ads spend
28-11-2025,"1,028",AIRTEL - Airtel broadband bill Txn XZL18RROGDQ6
22-08-2025,? 252,IRCTC - IRCTC train booking BLR
14-05-2025,"3,284 INR",GOIBIBO - Goibibo booking UPI/FOD47M
20-09-2025,"? 1,606",ADOBE - Adobe subscription Payment 4OZJN5
15-06-2025,200,RELIANCE FRESH - Reliance Fresh groceries POS/OUCH0Q
03-12-2025,"2,111",MICROSOFT - Microsoft 365 MUM
08-11-2025,"9,532",GOOGLE CLOUD - Google Cloud billing BLR
27-02-2025,169.55,STARBUCKS - Starbucks coffee Ref FVX2TSQWKH
21-10-2025,209,HDFC - HDFC bank charge
27-11-2025,"? 1,326",SLACK - Slack subscription Payment O33MD6
20-02-2025,? 110,DOMINOS - Dominos pizza AHM
05-02-2025,31 INR,SBI - SBI service charge Payment F2F7C5
28-07-2025,"4,565",FLIPKART - Flipkart office supplies
07-08-2025,435 INR,KFC - KFC meal BLR
03-05-2025,"3,113",GAS - Gas bill Ref S7WBRHNMRO
18-10-2025,426.35,IRCTC - IRCTC train booking POS/OVKNVJ
16-07-2025,224 INR,ICICI - ICICI bank fee DEL
09-04-2025,200,ATLASSIAN - Atlassian Jira BLR
20-01-2025,"? 2,006",MICROSOFT - Microsoft 365 Txn EZ0IMX8QQS1S
05-11-2025,"5,073 INR",FREELANCER - Freelance services Txn AFMPHGTSUFCX
28-12-2025,"? 9,999",IMPS - Repeated transfer batch 3 UPI/LJKC7L
09-09-2025,"1,855 INR",JIO - Jio fiber bill ONLINE/ZUU6ZP
04-06-2025,"22,225 INR",META ADS - Meta ads spend UPI/4FWOWY
13-12-2025,? 200,WATER - Water bill Txn 627ZV9ZH2UHD
14-12-2025,"? 8,384.34",LEGAL - Legal services MUM
08-11-2025,"1,182",BIGBASKET - BigBasket groceries MUM
16-01-2025,"? 7,719",VISTARA - Vistara flight UPI/MY54WG
30-01-2025,484 INR,RELIANCE FRESH - Reliance Fresh groceries MUM
28-04-2025,750 INR,ADOBE - Adobe subscription BLR
03-06-2025,"12,847",AWS - AWS cloud charges DEL
27-10-2025,"1,231",SLACK - Slack subscription UPI/P2S7H7
13-10-2025,244,UBER - Uber trip ONLINE/C8JQMH
09-08-2025,"3,317",ADOBE - Adobe subscription Payment NVNY0S
04-03-2025,"9,100",IMPS - IMPS transfer MUM
13-07-2025,403,DOMINOS - Dominos pizza POS/XT5JZZ
18-09-2025,"? 2,430",NOTION - Notion subscription Payment YU7H5K
08-06-2025,"1,250",GOOGLE CLOUD - Google Cloud billing Txn QAG9PKXI8MH5
08-01-2025,"1,068 INR",GITHUB - GitHub subscription
11-06-2025,80,DOMINOS - Dominos pizza Payment KPOQHK
12-03-2025,? 416,FLIPKART - Flipkart office supplies Txn 2JH34LY7631R
12-04-2025,378,OLA - Ola ride MUM
10-11-2025,"? 1,511",GITHUB - GitHub subscription Payment RQZEJ1
23-01-2025,? 624,ZOMATO - Zomato food order
04-06-2025,? 49.92,HDFC - HDFC bank charge BLR
05-05-2025,368,NETFLIX - Netflix subscription Txn 73SHJO23L6M6
19-06-2025,? 357,KFC - KFC meal Ref GZBF9TU2IM
14-08-2025,? 200,ELECTRICITY - Electricity bill UPI/R2IUJQ
02-01-2025,328,ZOMATO - Zomato food order BLR
23-07-2025,214,SPOTIFY - Spotify subscription Txn 8X49PL2YCM54
24-07-2025,? 82.40,HDFC - HDFC bank charge DEL
11-07-2025,"5,504",IMPS - IMPS transfer AHM
17-11-2025,? 50,UPI - UPI transfer DEL
01-01-2025,"7,164",META ADS - Meta ads spend Payment L5W993
23-07-2025,"2,381",ZOOM - Zoom subscription ONLINE/HITOH7
03-10-2025,272 INR,IRCTC - IRCTC train booking Txn AD583TCZ1MZR
07-06-2025,"17,257.54",GOOGLE CLOUD - Google Cloud billing
17-03-2025,50,IMPS - IMPS transfer Payment WTGR0X
01-12-2025,"? 1,519.62",ELECTRICITY - Electricity bill ONLINE/IU6O89
17-07-2025,"? 2,548",NOTION - Notion subscription AHM
28-06-2025,? 519,DOMINOS - Dominos pizza DEL
11-05-2025,149 INR,HDFC - HDFC bank charge BLR
18-06-2025,297 INR,ZOMATO - Zomato food order UPI/WKY1ND
07-03-2025,"2,382",ADOBE - Adobe subscription MUM
06-07-2025,? 303,UBER - Uber trip MUM
26-09-2025,"? 1,401",DMART - DMart groceries Ref JYN1B9TE60
28-06-2025,396 INR,RELIANCE FRESH - Reliance Fresh groceries
18-09-2025,140 INR,ICICI - ICICI bank fee Payment 4WKO6A
09-05-2025,"? 1,092",BIGBASKET - BigBasket groceries Ref QYW7YJQMAT
06-06-2025,? 190,ICICI - ICICI bank fee Txn BPM4BIBO2O19
01-03-2025,? 523.98,NOTION - Notion subscription UPI/273ELT
06-10-2025,121,HDFC - HDFC bank charge
05-03-2025,"10,758",UPI - UPI transfer DEL
16-11-2025,216,STARBUCKS - Starbucks coffee ONLINE/M0RYJJ
23-07-2025,"5,055 INR",CA CONSULT - CA consultation
14-06-2025,? 992,ELECTRICITY - Electricity bill ONLINE/ZRDLP5
07-01-2025,"? 3,932",UPI - UPI transfer Ref JQDOJZIE6I
23-09-2025,"? 1,005",NOTION - Notion subscription MUM
28-11-2025,500 INR,CA CONSULT - CA consultation Txn 4AT2458H1JEI
29-06-2025,310,UPI - UPI transfer BLR
04-11-2025,"14,459 INR",AWS - AWS cloud charges Ref W2RTRSS2Z7
16-08-2025,? 127,UBER - Uber trip BLR
28-03-2025,"14,263",GOOGLE ADS - Google ads spend MUM
11-11-2025,973,AIRTEL - Airtel broadband bill
06-02-2025,? 416,STARBUCKS - Starbucks coffee DEL
16-10-2025,"? 2,405",WATER - Water bill UPI/WBW1I1
17-07-2025,200,GAS - Gas bill ONLINE/HBKRLZ
08-04-2025,? 300.91,IRCTC - IRCTC train booking UPI/NQWTMX
24-02-2025,"? 1,283",ELECTRICITY - Electricity bill
25-01-2025,"12,289.49",GOIBIBO - Goibibo booking DEL
04-03-2025,"1,239",ELECTRICITY - Electricity bill Payment NA7DH3
23-06-2025,? 914,NEFT - NEFT transfer BLR
17-02-2025,"2,857",FLIPKART - Flipkart office supplies DEL
02-02-2025,"? 2,138",SLACK - Slack subscription BLR
18-06-2025,"9,329",GOOGLE ADS - Google ads spend DEL
28-09-2025,"11,277",GOIBIBO - Goibibo booking BLR
08-03-2025,271 INR,UBER - Uber trip MUM
26-04-2025,"2,326",FREELANCER - Freelance services UPI/XDI4YW
10-03-2025,? 500,META ADS - Meta ads spend
19-02-2025,245,ICICI - ICICI bank fee Ref 11KGQBHM2J
14-08-2025,"2,654",WATER - Water bill UPI/K0LGYD
01-07-2025,? 50,NEFT - NEFT transfer AHM
19-04-2025,212 INR,OLA - Ola ride AHM
18-01-2025,339 INR,GITHUB - GitHub subscription
13-09-2025,"4,497",WATER - Water bill POS/2N2S3D
10-11-2025,"1,899",BIGBASKET - BigBasket groceries UPI/4777XN
29-09-2025,? 594,DOMINOS - Dominos pizza Ref JNH0RGABOZ
31-08-2025,"1,581",JIO - Jio fiber bill UPI/B8ZU0L
09-12-2025,"7,521 INR",LEGAL - Legal services ONLINE/3JBKYC
10-04-2025,? 200,SLACK - Slack subscription
04-06-2025,870 INR,BIGBASKET - BigBasket groceries
21-01-2025,"28,930 INR",META ADS - Meta ads spend Payment YNXI5H
28-12-2025,28 INR,ICICI - ICICI bank fee UPI/9NTPWE
21-08-2025,"? 2,419",ATLASSIAN - Atlassian Jira DEL
06-12-2025,200 INR,SLACK - Slack subscription Payment QKMDVX
20-08-2025,"1,656 INR",GITHUB - GitHub subscription MUM
07-05-2025,"? 1,822",MICROSOFT - Microsoft 365 ONLINE/9QYPNZ
04-02-2025,"8,680 INR",GOOGLE CLOUD - Google Cloud billing Ref C8MADBS3Q1
12-07-2025,"? 1,455.72",SLACK - Slack subscription DEL
08-04-2025,600 INR,GITHUB - GitHub subscription ONLINE/EQZF9X
13-05-2025,"? 5,969",INDIGO - IndiGo flight
30-08-2025,? 177,IRCTC - IRCTC train booking DEL
02-10-2025,"17,685.90",FREELANCER - Freelance services Payment H5E487
20-03-2025,"? 1,511",GITHUB - GitHub subscription
17-01-2025,"? 1,316",ADOBE - Adobe subscription UPI/7I27IO
12-12-2025,"1,563",MICROSOFT - Microsoft 365 Txn XNLQ52UA6HVP
13-03-2025,"1,103",ZOOM - Zoom subscription BLR
12-08-2025,"? 10,447",VISTARA - Vistara flight AHM
02-11-2025,"3,448 INR",AWS - AWS cloud charges Txn 0VQV9FNCJDPY
13-07-2025,"1,268 INR",DMART - DMart groceries DEL
07-01-2025,"? 7,979",NEFT - NEFT transfer Ref 6GB3QX1T0A
27-06-2025,"? 3,916",AMAZON - Amazon office supplies ONLINE/QQRJ5D
13-01-2025,? 465,DOMINOS - Dominos pizza Payment QX25SB
02-11-2025,"23,886 INR",AWS - AWS cloud charges POS/9WEDVR
05-02-2025,316,SPOTIFY - Spotify subscription ONLINE/HZG1GM
15-05-2025,"2,162.67",MICROSOFT - Microsoft 365 Txn ZEH4GPX6A5D1
25-02-2025,"2,092",ELECTRICITY - Electricity bill ONLINE/KIIWYB
27-08-2025,? 121,ZOMATO - Zomato food order DEL
26-12-2025,"? 12,412.93",VISTARA - Vistara flight Ref ZZ6D4864X7
21-05-2025,? 94.11,HDFC - HDFC bank charge UPI/S1FZ4W
20-07-2025,350,KFC - KFC meal UPI/6526H0
02-10-2025,507,RELIANCE FRESH - Reliance Fresh groceries ONLINE/JN8SDY
22-12-2025,? 50,UPI - UPI transfer AHM
29-04-2025,"1,634",ATLASSIAN - Atlassian Jira AHM
27-11-2025,527.62 INR,ZOMATO - Zomato food order BLR
08-07-2025,? 355,AIRTEL - Airtel broadband bill Txn LESYUE0PPCLN
26-02-2025,"1,768.16",DMART - DMart groceries UPI/JKDCOF
14-01-2025,211,DOMINOS - Dominos pizza MUM
23-12-2025,? 448,DOMINOS - Dominos pizza BLR
06-11-2025,211.76,KFC - KFC meal POS/1JFJGC
28-11-2025,? 245,OLA - Ola ride ONLINE/VO4WYV
23-11-2025,496 INR,NETFLIX - Netflix subscription MUM
13-02-2025,169 INR,OLA - Ola ride POS/II59E5
11-01-2025,"13,097 INR",CA CONSULT - CA consultation DEL
13-10-2025,"2,496",NOTION - Notion subscription Payment DVVP9K
13-04-2025,"2,055 INR",BIGBASKET - BigBasket groceries UPI/ALVUD2
27-05-2025,"1,420",AMAZON - Amazon office supplies AHM
31-10-2025,"? 4,554",INDIGO - IndiGo flight DEL
16-09-2025,"9,942 INR",FREELANCER - Freelance services Txn 5EN7BB2TWOY0
16-08-2025,"? 1,412",SLACK - Slack subscription
04-05-2025,"? 1,461.83",GITHUB - GitHub subscription AHM
18-07-2025,218,ICICI - ICICI bank fee ONLINE/64LYN0
13-11-2025,"1,079",ADOBE - Adobe subscription UPI/7IW3AF
08-02-2025,"2,523",NEFT - NEFT transfer Payment GXZE35
30-09-2025,"? 16,130.60",AWS - AWS cloud charges BLR
19-06-2025,971,RELIANCE FRESH - Reliance Fresh groceries
14-03-2025,48,ICICI - ICICI bank fee UPI/HAW40R
29-01-2025,10,HDFC - HDFC bank charge
10-02-2025,"? 2,805.74",JIO - Jio fiber bill MUM
26-01-2025,"? 2,931",AMAZON - Amazon office supplies MUM
24-01-2025,"2,289.95",RELIANCE FRESH - Reliance Fresh groceries
18-11-2025,? 482,SWIGGY - Swiggy food order DEL
22-11-2025,"4,877",GOIBIBO - Goibibo booking Txn G00SLK2KBKSV
20-02-2025,"? 2,770",IMPS - IMPS transfer Txn DLVKW1VYXIWD
28-05-2025,? 143,SBI - SBI service charge
19-07-2025,"? 10,941",MAKEMYTRIP - MakeMyTrip booking Payment 603BWS
06-08-2025,451,DMART - DMart groceries BLR
07-09-2025,149 INR,SBI - SBI service charge POS/LK7909
08-01-2025,"1,471 INR",MICROSOFT - Microsoft 365 DEL
19-09-2025,615,IRCTC - IRCTC train booking BLR
01-08-2025,"2,143",SLACK - Slack subscription MUM
14-06-2025,"6,503 INR",CA CONSULT - CA consultation AHM
29-05-2025,200 INR,ELECTRICITY - Electricity bill
26-05-2025,"12,141 INR",META ADS - Meta ads spend DEL
20-01-2025,? 174,ICICI - ICICI bank fee ONLINE/7J7PVZ
07-10-2025,? 726,SWIGGY - Swiggy food order DEL
08-07-2025,"? 2,308",ELECTRICITY - Electricity bill Txn 032WQ4NVDZ6E
13-12-2025,"? 1,254",WATER - Water bill Txn XCU1X0O0CRN5
20-07-2025,"10,024",MAKEMYTRIP - MakeMyTrip booking BLR
31-10-2025,"? 2,770",SLACK - Slack subscription
23-08-2025,"? 7,412.34",AMAZON - Amazon office supplies Txn 003TIZG35ARL
07-09-2025,"1,938 INR",SLACK - Slack subscription ONLINE/C44FSQ
17-04-2025,? 147.04,SBI - SBI service charge UPI/YPXX03
26-08-2025,"9,850",GOIBIBO - Goibibo booking MUM
09-05-2025,? 934,WATER - Water bill Payment QC8L2W
29-01-2025,306 INR,GAS - Gas bill
07-03-2025,"? 1,602",ELECTRICITY - Electricity bill UPI/0Z556Y
26-05-2025,"9,870",INDIGO - IndiGo flight ONLINE/BKAC54
14-09-2025,864.37,BIGBASKET - BigBasket groceries POS/FM4R9E
29-12-2025,707,MICROSOFT - Microsoft 365 POS/CV6L40
10-11-2025,58,HDFC - HDFC bank charge UPI/9IDT7N
16-05-2025,"? 10,540",GOIBIBO - Goibibo booking MUM
13-11-2025,172,ICICI - ICICI bank fee BLR
05-07-2025,? 598,ZOOM - Zoom subscription Txn ZXNOXP22Y8DO
24-08-2025,"14,120 INR",AWS - AWS cloud charges UPI/EBVB9N
17-03-2025,77 INR,SBI - SBI service charge Ref 3WWG07IK8V
16-04-2025,"? 9,614",FREELANCER - Freelance services Ref PEOA6BHITU
29-07-2025,883,ZOOM - Zoom subscription
13-06-2025,771 INR,ELECTRICITY - Electricity bill
10-09-2025,"1,764 INR",MAKEMYTRIP - MakeMyTrip booking AHM
01-02-2025,"2,896.55",GITHUB - GitHub subscription BLR
10-03-2025,"? 1,299",NOTION - Notion subscription Ref 5J94X1ZJPR
23-01-2025,"? 1,322",ATLASSIAN - Atlassian Jira ONLINE/2UESP1
18-09-2025,"? 4,384",GOOGLE ADS - Google ads spend UPI/AK2QPN
05-09-2025,? 516,MICROSOFT - Microsoft 365 Ref QXYN71X4XN
21-02-2025,737,ZOOM - Zoom subscription AHM
26-01-2025,204,STARBUCKS - Starbucks coffee BLR
21-03-2025,325.54 INR,RELIANCE FRESH - Reliance Fresh groceries
21-06-2025,"23,683",AWS - AWS cloud charges ONLINE/EQWYIG
04-10-2025,562,MICROSOFT - Microsoft 365 POS/XO562I
22-06-2025,"? 4,615",GOIBIBO - Goibibo booking
01-11-2025,? 74,ICICI - ICICI bank fee ONLINE/WE364D
09-09-2025,"12,628",GOOGLE CLOUD - Google Cloud billing Payment PXWDTY
14-03-2025,"15,323 INR",GOOGLE ADS - Google ads spend DEL
21-12-2025,"6,738",GOIBIBO - Goibibo booking POS/PDANGX
05-01-2025,108.55 INR,HDFC - HDFC bank charge Txn 4XWJ7X7S16ZU
24-04-2025,"? 12,087",MAKEMYTRIP - MakeMyTrip booking MUM
09-07-2025,"8,975 INR",INDIGO - IndiGo flight BLR
30-11-2025,956 INR,RELIANCE FRESH - Reliance Fresh groceries
21-05-2025,"1,201",DMART - DMart groceries Payment 581615
09-10-2025,? 297,OLA - Ola ride UPI/PJBVTD
26-02-2025,"12,033",LEGAL - Legal services DEL
28-08-2025,"6,364.78",IMPS - IMPS transfer Ref 2CWYZ3ZXRE
07-01-2025,"4,145",MAKEMYTRIP - MakeMyTrip booking MUM
28-02-2025,"1,640 INR",DMART - DMart groceries Txn KXXCCLTQ7PRK
05-09-2025,"? 1,398",WATER - Water bill Payment 55XZ3X
15-09-2025,"? 5,951",GOOGLE CLOUD - Google Cloud billing BLR
14-01-2025,975,SLACK - Slack subscription AHM
03-09-2025,"? 1,765",FREELANCER - Freelance services UPI/1JTGDX
21-01-2025,? 650,KFC - KFC meal POS/BWONX3
10-02-2025,"9,441.45 INR",MAKEMYTRIP - MakeMyTrip booking BLR
06-04-2025,298,SPOTIFY - Spotify subscription Payment 94JWG5
25-05-2025,"? 1,547",WATER - Water bill Payment CZ6G10
03-12-2025,986.19 INR,RELIANCE FRESH - Reliance Fresh groceries Txn FQ0R0LD0O00K
09-08-2025,905,JIO - Jio fiber bill AHM
06-05-2025,885.60 INR,STARBUCKS - Starbucks coffee MUM
04-07-2025,653 INR,NETFLIX - Netflix subscription BLR
01-09-2025,"? 1,863",BIGBASKET - BigBasket groceries POS/9596D2
03-08-2025,? 672,KFC - KFC meal Ref 1RWXOIFJIZ
19-08-2025,200 INR,GITHUB - GitHub subscription MUM
24-10-2025,"3,231 INR",GOOGLE CLOUD - Google Cloud billing Payment X1VJD1
20-01-2025,? 147.63,ICICI - ICICI bank fee Ref JDYVLBK4QE
27-03-2025,"1,050",GITHUB - GitHub subscription BLR
05-07-2025,257,RELIANCE FRESH - Reliance Fresh groceries Payment SCPMEA
13-04-2025,"7,925 INR",AWS - AWS cloud charges Payment WHILBU
28-12-2025,"? 9,999",IMPS - Repeated transfer batch 1 UPI/PLRSOV
25-11-2025,"? 1,502",UPI - UPI transfer BLR
07-11-2025,35,SBI - SBI service charge Payment 7P2AWE
04-04-2025,? 680.92,DMART - DMart groceries Txn N3M1AGF6LMHF
15-11-2025,? 778,JIO - Jio fiber bill UPI/X437QO
26-02-2025,"? 9,076",FREELANCER - Freelance services Payment 9BHLW3
11-03-2025,"2,090 INR",GAS - Gas bill UPI/IXDQTU
27-06-2025,"7,652",FREELANCER - Freelance services Payment EBRY0J
22-09-2025,184,NEFT - NEFT transfer BLR
25-11-2025,285 INR,SWIGGY - Swiggy food order DEL
17-06-2025,"? 2,759",ELECTRICITY - Electricity bill AHM
13-07-2025,"12,026 INR",IMPS - IMPS transfer Payment Y3SEZ6
08-02-2025,"2,902",IMPS - IMPS transfer UPI/IH9WQS
11-10-2025,"? 9,002",LEGAL - Legal services DEL
25-12-2025,"1,752.70",MICROSOFT - Microsoft 365 Txn V0AKRHYS7OTG
29-11-2025,"? 1,133",ELECTRICITY - Electricity bill UPI/G0A638
14-02-2025,"14,668 INR",GOOGLE ADS - Google ads spend DEL
04-05-2025,500 INR,GOOGLE ADS - Google ads spend MUM
23-05-2025,"? 1,954",MICROSOFT - Microsoft 365 POS/D4B9AD
06-11-2025,101,SBI - SBI service charge Txn DII4ZDCNDOCJ
25-11-2025,? 50,NEFT - NEFT transfer BLR
08-09-2025,121.92,SPOTIFY - Spotify subscription POS/4IC4QG
13-05-2025,"13,736 INR",LEGAL - Legal services POS/KQDSHU
03-04-2025,? 373,STARBUCKS - Starbucks coffee MUM
24-07-2025,835,IRCTC - IRCTC train booking AHM
07-05-2025,"? 5,316",META ADS - Meta ads spend MUM
31-01-2025,250,UBER - Uber trip Payment 9TYMVL
09-02-2025,"? 2,746",FLIPKART - Flipkart office supplies DEL
25-04-2025,"4,071",FLIPKART - Flipkart office supplies AHM
26-09-2025,? 200,DMART - DMart groceries BLR
14-04-2025,? 398,ZOOM - Zoom subscription ONLINE/5EPLB4
19-02-2025,"1,603 INR",ADOBE - Adobe subscription AHM
08-06-2025,676,WATER - Water bill BLR
06-01-2025,480,NETFLIX - Netflix subscription
20-11-2025,"? 1,648.81",BIGBASKET - BigBasket groceries Payment 93G331
12-10-2025,121,SBI - SBI service charge
06-06-2025,"? 4,384.97",GAS - Gas bill ONLINE/Y3SCYL
07-12-2025,500,LEGAL - Legal services Ref L8CJP7OXFL
17-04-2025,593 INR,IRCTC - IRCTC train booking DEL
23-01-2025,? 150,AMAZON - Amazon office supplies
24-11-2025,524,SWIGGY - Swiggy food order Payment ISPA61
18-09-2025,? 200,WATER - Water bill MUM
04-09-2025,"1,024 INR",RELIANCE FRESH - Reliance Fresh groceries Ref S1303DVF8P
05-10-2025,478,ZOMATO - Zomato food order BLR
09-08-2025,? 50,UPI - UPI transfer ONLINE/T31J7F
30-06-2025,? 380,OLA - Ola ride POS/W0YFCM
06-05-2025,816 INR,BIGBASKET - BigBasket groceries MUM
04-04-2025,"2,416",UPI - UPI transfer BLR
10-12-2025,? 76,ICICI - ICICI bank fee
19-12-2025,356,ZOMATO - Zomato food order POS/9Q4XJ8
03-11-2025,? 500,FREELANCER - Freelance services
14-12-2025,? 10,ICICI - ICICI bank fee Ref DD3ZQ89CN7
10-03-2025,"? 2,474",WATER - Water bill MUM
09-12-2025,"? 1,022",BIGBASKET - BigBasket groceries DEL
25-08-2025,"? 3,220.60",AMAZON - Amazon office supplies POS/BQS50E
06-09-2025,"3,613 INR",INDIGO - IndiGo flight DEL
05-10-2025,"1,443.07 INR",ELECTRICITY - Electricity bill ONLINE/VHGU9T
13-11-2025,? 669,DOMINOS - Dominos pizza UPI/8NSU70
11-02-2025,"? 10,023",VISTARA - Vistara flight ONLINE/AK5D8S
10-12-2025,? 915,ATLASSIAN - Atlassian Jira MUM
01-02-2025,"2,443",WATER - Water bill BLR
02-12-2025,"2,874",RELIANCE FRESH - Reliance Fresh groceries POS/36FM3K
01-08-2025,"? 7,904",LEGAL - Legal services POS/IXGWIS
27-06-2025,? 598,NETFLIX - Netflix subscription UPI/O3K0KJ
06-01-2025,969 INR,NOTION - Notion subscription POS/83PAZT
14-12-2025,"21,285",GOOGLE ADS - Google ads spend ONLINE/B3C9MA
05-03-2025,"? 3,223",AIRTEL - Airtel broadband bill Txn CB20F5ID6WZK
18-04-2025,"? 12,430",GOIBIBO - Goibibo booking Ref QL6GNTB97F
19-08-2025,? 494,NETFLIX - Netflix subscription Txn TQNTL1N51ZP3
29-11-2025,"1,341.43 INR",FREELANCER - Freelance services DEL
12-01-2025,"1,111 INR",ZOOM - Zoom subscription BLR
06-12-2025,? 66,HDFC - HDFC bank charge DEL
07-01-2025,383 INR,UBER - Uber trip
14-04-2025,"11,151",LEGAL - Legal services AHM
18-05-2025,"3,264.34",NOTION - Notion subscription BLR
11-02-2025,"3,599",AMAZON - Amazon office supplies Txn DWWWPH3O5H4B
23-08-2025,"? 2,839",JIO - Jio fiber bill BLR
04-08-2025,898,BIGBASKET - BigBasket groceries Ref JEFNOKHDEN
08-01-2025,"3,449",FLIPKART - Flipkart office supplies DEL
14-09-2025,321,OLA - Ola ride
09-02-2025,"? 14,203.59",LEGAL - Legal services Payment 2U2DCP
03-06-2025,"5,892 INR",VISTARA - Vistara flight Payment 2UY6AO
28-11-2025,"6,920 INR",NEFT - NEFT transfer Txn 4ZJ3INSNI37X
18-02-2025,"7,120.04",GOIBIBO - Goibibo booking Txn LTKZER8JQ2Z6
28-10-2025,"? 1,290",ADOBE - Adobe subscription ONLINE/AX1YOV
20-03-2025,"2,322",WATER - Water bill BLR
30-08-2025,"7,091",FREELANCER - Freelance services MUM
07-04-2025,"3,445",MAKEMYTRIP - MakeMyTrip booking MUM
29-12-2025,629 INR,KFC - KFC meal ONLINE/1L4XJD
10-01-2025,666.41,KFC - KFC meal Ref OT0JDFVI2L
10-04-2025,"1,705.04",ATLASSIAN - Atlassian Jira Txn 7YADQT9W65LU
12-07-2025,"3,250",UPI - UPI transfer BLR
20-05-2025,"2,038",AIRTEL - Airtel broadband bill MUM
11-12-2025,"1,233",GITHUB - GitHub subscription MUM
09-09-2025,"1,373 INR",ZOOM - Zoom subscription POS/GGQ3S1
26-03-2025,"? 1,572",GAS - Gas bill POS/QRU057
28-03-2025,"? 10,113",VISTARA - Vistara flight ONLINE/0JNKD7
19-11-2025,"5,567",VISTARA - Vistara flight MUM
01-09-2025,? 642,DMART - DMart groceries BLR
21-09-2025,"? 1,873",JIO - Jio fiber bill DEL
05-04-2025,? 262,OLA - Ola ride MUM
29-07-2025,"1,398 INR",GITHUB - GitHub subscription UPI/7T81ZB
07-02-2025,? 846,GITHUB - GitHub subscription AHM
23-12-2025,? 650,KFC - KFC meal DEL
22-02-2025,"9,583",GOIBIBO - Goibibo booking Ref YSY1AMYNW0
29-12-2025,? 877,JIO - Jio fiber bill Ref UVA2ZKHBEB
13-11-2025,"6,794",GOOGLE CLOUD - Google Cloud billing DEL
20-06-2025,"? 1,200",INDIGO - IndiGo flight Ref FUKJ8BJJL0
11-04-2025,171 INR,ZOMATO - Zomato food order ONLINE/JAOFOR
23-11-2025,318,SPOTIFY - Spotify subscription POS/2N26BC
03-05-2025,"10,469 INR",VISTARA - Vistara flight MUM
09-12-2025,"? 2,201.07",FREELANCER - Freelance services UPI/TZ7Y08
25-02-2025,98 INR,SBI - SBI service charge ONLINE/ZANM0W
23-04-2025,409 INR,NETFLIX - Netflix subscription DEL
24-10-2025,"? 19,346.18",UPI - UPI transfer Payment PLVPC3
27-05-2025,"2,171",WATER - Water bill
25-09-2025,? 546.99,KFC - KFC meal UPI/18MGE2
25-06-2025,"3,674",JIO - Jio fiber bill BLR
10-06-2025,836,DOMINOS - Dominos pizza
07-11-2025,? 421,STARBUCKS - Starbucks coffee Ref O6EYYK7ADI
06-04-2025,"2,988",AIRTEL - Airtel broadband bill UPI/2U14R3
08-11-2025,"8,811",LEGAL - Legal services BLR
09-02-2025,"14,762 INR",GOOGLE CLOUD - Google Cloud billing AHM
10-04-2025,"2,591",GOIBIBO - Goibibo booking POS/5VG7CI
11-01-2025,? 471,SPOTIFY - Spotify subscription ONLINE/PEIPP6
01-04-2025,? 349,KFC - KFC meal BLR
17-05-2025,500,AWS - AWS cloud charges ONLINE/L11ERZ
19-10-2025,"1,200",INDIGO - IndiGo flight UPI/3U2A15
02-11-2025,"7,776 INR",VISTARA - Vistara flight Txn VVBUP16I36AG
05-08-2025,"10,585.80",GOOGLE CLOUD - Google Cloud billing
02-12-2025,"? 2,460",ELECTRICITY - Electricity bill Payment GI1F4X
