date,amount,description
2025-12-15,"1,811 INR",RELIANCE FRESH - Reliance Fresh groceries MUM
2025-08-19,"2,079 INR",SLACK - Slack subscription POS/3QURMH
2025-12-28,₹115.84,KFC - KFC meal BLR
2025-02-27,"₹1,093",RELIANCE FRESH - Reliance Fresh groceries ONLINE/RD7WIF
2025-01-08,750 INR,FLIPKART - Flipkart office supplies AHM
2025-02-14,72,SBI - SBI service charge
2025-10-13,"4,855",FREELANCER - Freelance services Payment 50ZB7C
2025-03-09,500 INR,LEGAL - Legal services BLR
2025-09-03,"₹5,547",VISTARA - Vistara flight MUM
2025-02-16,"1,793",GAS - Gas bill UPI/QAZ7XU
2025-09-13,"2,662.40",JIO - Jio fiber bill Payment 7QVQZX
2025-10-13,371,KFC - KFC meal POS/5S1QQU
2025-05-06,"₹6,502.96",META ADS - Meta ads spend AHM
2025-07-07,652,DOMINOS - Dominos pizza Txn D1PV9FAA4QP7
2025-05-26,"₹2,903",FLIPKART - Flipkart office supplies Payment QR3NYL
2025-02-15,₹59,UBER - Uber trip Txn LKQDEOVGVXEU
2025-01-30,₹324,UBER - Uber trip DEL
2025-11-25,₹574,KFC - KFC meal ONLINE/FQOJ7G
2025-11-24,668,ATLASSIAN - Atlassian Jira
2025-01-27,"2,481",ZOOM - Zoom subscription
2025-08-17,₹200,ADOBE - Adobe subscription UPI/TR62BR
2025-10-06,131 INR,ZOMATO - Zomato food order UPI/J63HW2
2025-06-26,₹315,ZOMATO - Zomato food order BLR
2025-09-26,"9,769 INR",AWS - AWS cloud charges UPI/XNAH1K
2025-10-09,"3,900",LEGAL - Legal services POS/8DAWSU
2025-08-29,497,SPOTIFY - Spotify subscription DEL
2025-03-13,"₹1,566",ZOOM - Zoom subscription ONLINE/C43DDN
2025-07-05,"2,008.30",UPI - UPI transfer Txn P3DBVLHV46WF
2025-10-05,"17,639.52 INR",META ADS - Meta ads spend POS/TAU3TE
2025-03-30,₹631,GITHUB - GitHub subscription BLR
2025-03-20,652,NETFLIX - Netflix subscription
2025-07-05,"1,953",NOTION - Notion subscription DEL
2025-07-11,₹200,MICROSOFT - Microsoft 365 UPI/BFX2EF
2025-04-13,"1,528 INR",DMART - DMart groceries UPI/PAZA6X
2025-10-24,"₹1,778",ELECTRICITY - Electricity bill
2025-01-24,"₹25,239",GOOGLE ADS - Google ads spend BLR
2025-05-23,₹820,ZOOM - Zoom subscription UPI/5GFS8K
2025-10-26,₹920,GAS - Gas bill Payment GIC5L3
2025-06-01,"1,503",GAS - Gas bill BLR
2025-10-09,"8,213.23 INR",LEGAL - Legal services AHM
2025-11-17,653,NOTION - Notion subscription Payment 6PLY26
2025-02-13,"₹15,709.25",AWS - AWS cloud charges MUM
2025-09-01,"6,637 INR",MAKEMYTRIP - MakeMyTrip booking ONLINE/LZ3Z72
2025-10-29,"1,819 INR",ZOOM - Zoom subscription POS/JQAYZM
2025-08-04,₹509.24,DOMINOS - Dominos pizza Txn KWD0LBB4YUEX
2025-06-23,"6,958.03",VISTARA - Vistara flight UPI/YEVB2O
2025-06-29,"1,204",SLACK - Slack subscription MUM
2025-02-07,"₹3,386",GOIBIBO - Goibibo booking BLR
2025-06-18,"15,270 INR",META ADS - Meta ads spend BLR
2025-01-13,"16,427",GOOGLE ADS - Google ads spend AHM
2025-10-05,₹283,DMART - DMart groceries UPI/9QZ6O1
2025-11-05,"9,946",CA CONSULT - CA consultation MUM
2025-11-28,"₹8,488",INDIGO - IndiGo flight BLR
2025-03-30,"9,256 INR",INDIGO - IndiGo flight ONLINE/4IYT1R
2025-03-18,"1,116.80",ATLASSIAN - Atlassian Jira Payment 6O27B5
2025-11-15,109,UBER - Uber trip Txn 55M5JF9YYDJ6
2025-01-04,₹389,DMART - DMart groceries Payment DB48GY
2025-01-16,542,SLACK - Slack subscription Ref DNLD6ARW4Y
2025-10-16,"2,730",NEFT - NEFT transfer AHM
2025-07-05,500,LEGAL - Legal services AHM
2025-05-31,"₹10,087",INDIGO - IndiGo flight Ref 8KZ3AK1OPD
2025-01-18,"7,579",UPI - UPI transfer AHM
2025-04-30,"₹1,574",NOTION - Notion subscription
2025-07-15,"2,883 INR",AMAZON - Amazon office supplies BLR
2025-01-07,526,IRCTC - IRCTC train booking MUM
2025-01-12,"₹1,925",BIGBASKET - BigBasket groceries AHM
2025-10-15,361,ATLASSIAN - Atlassian Jira MUM
2025-03-07,"14,019 INR",GOOGLE ADS - Google ads spend AHM
2025-02-24,₹330,SPOTIFY - Spotify subscription POS/M3834I
2025-08-14,150 INR,FLIPKART - Flipkart office supplies
2025-09-12,"₹19,585",CA CONSULT - CA consultation POS/586TE6
2025-10-12,₹107,ICICI - ICICI bank fee BLR
2025-01-24,"6,027.81",GOIBIBO - Goibibo booking
2025-10-15,₹397,NETFLIX - Netflix subscription UPI/AXEJCB
2025-07-01,"₹1,805",BIGBASKET - BigBasket groceries Txn 4VUN59M1RE3L
2025-02-22,368,NETFLIX - Netflix subscription DEL
2025-03-28,50,IMPS - IMPS transfer DEL
2025-06-14,"₹1,673",MICROSOFT - Microsoft 365 BLR
2025-09-28,"2,891 INR",ATLASSIAN - Atlassian Jira AHM
2025-02-28,₹380,SPOTIFY - Spotify subscription Txn 5PLL7BXA2KWV
2025-05-19,₹232,ICICI - ICICI bank fee
2025-02-19,"₹1,381.63",ADOBE - Adobe subscription
2025-12-30,"₹1,115",ATLASSIAN - Atlassian Jira
2025-03-19,"15,286",VISTARA - Vistara flight MUM
2025-02-17,₹406,NETFLIX - Netflix subscription ONLINE/MDRD2F
2025-11-02,557 INR,STARBUCKS - Starbucks coffee ONLINE/2XGBEA
2025-04-11,"₹14,922",GOOGLE ADS - Google ads spend ONLINE/8QSPA0
2025-08-31,53 INR,HDFC - HDFC bank charge Payment UUMA2F
2025-04-10,₹215,BIGBASKET - BigBasket groceries POS/SMKLHG
2025-12-03,₹50,UPI - UPI transfer POS/PCMC4E
2025-11-22,₹120,SBI - SBI service charge POS/5UCB5D
2025-12-04,"1,237",RELIANCE FRESH - Reliance Fresh groceries Ref 1UKCOVRXIT
2025-07-29,"4,538",FLIPKART - Flipkart office supplies ONLINE/EHKC35
2025-04-28,"1,221",NOTION - Notion subscription BLR
2025-10-13,273 INR,AMAZON - Amazon office supplies UPI/R1RZ8J
2025-10-20,"3,818 INR",AMAZON - Amazon office supplies MUM
2025-02-22,"2,821",ELECTRICITY - Electricity bill AHM
2025-04-22,150,FLIPKART - Flipkart office supplies Ref G1CVYL6CAW
2025-09-07,"27,793",GOOGLE ADS - Google ads spend POS/ZEMQ1O
2025-11-19,"₹5,930",AMAZON - Amazon office supplies MUM
2025-02-27,498 INR,ADOBE - Adobe subscription POS/PYIZYZ
2025-06-22,"9,542 INR",VISTARA - Vistara flight BLR
2025-12-02,₹326,OLA - Ola ride POS/QCF51Q
2025-11-20,"2,702 INR",RELIANCE FRESH - Reliance Fresh groceries MUM
2025-12-05,"₹20,052.09",META ADS - Meta ads spend
2025-04-15,193 INR,ICICI - ICICI bank fee Payment G29FLV
2025-08-09,"2,982.88",NEFT - NEFT transfer DEL
2025-12-15,"₹18,630",CA CONSULT - CA consultation AHM
2025-12-19,"₹2,529",ZOOM - Zoom subscription
2025-04-14,"1,845",WATER - Water bill DEL
2025-10-15,"24,692.09",META ADS - Meta ads spend ONLINE/Q82EMY
2025-04-08,204.95,HDFC - HDFC bank charge
2025-08-30,"3,206.82 INR",INDIGO - IndiGo flight UPI/ALJRC4
2025-06-01,₹113,ICICI - ICICI bank fee UPI/C555FA
2025-06-12,"1,430",ATLASSIAN - Atlassian Jira MUM
2025-08-07,"4,791.63",AMAZON - Amazon office supplies MUM
2025-08-09,"14,837",META ADS - Meta ads spend AHM
2025-07-05,"10,011",GOOGLE ADS - Google ads spend Payment POPDLW
2025-11-09,126,HDFC - HDFC bank charge ONLINE/6V3NMN
2025-08-21,₹294,NETFLIX - Netflix subscription BLR
2025-01-11,₹200,DMART - DMart groceries ONLINE/4KCPYD
2025-02-22,₹496,NETFLIX - Netflix subscription POS/99IWZG
2025-09-10,₹606,BIGBASKET - BigBasket groceries MUM
2025-11-29,534,NETFLIX - Netflix subscription
2025-11-27,₹234,SBI - SBI service charge UPI/4DMS7M
2025-07-11,"6,548",LEGAL - Legal services MUM
2025-08-28,"5,802",INDIGO - IndiGo flight
2025-11-29,"₹1,023",NOTION - Notion subscription Txn U34R3RKH7KX0
2025-05-21,"₹2,008",JIO - Jio fiber bill BLR
2025-05-23,"2,431 INR",AMAZON - Amazon office supplies POS/FLABEH
2025-08-12,"₹1,499.39",MAKEMYTRIP - MakeMyTrip booking DEL
2025-11-29,"₹2,000.58",ZOOM - Zoom subscription
2025-11-06,251 INR,SBI - SBI service charge BLR
2025-04-09,"8,102 INR",INDIGO - IndiGo flight UPI/11FM1O
2025-04-29,"₹6,631",IMPS - IMPS transfer
2025-02-21,₹186.24,ICICI - ICICI bank fee ONLINE/KV00I3
2025-06-04,"16,462",AWS - AWS cloud charges UPI/TKKSM5
2025-03-05,"₹1,044.86",RELIANCE FRESH - Reliance Fresh groceries DEL
2025-01-19,"₹2,114",JIO - Jio fiber bill
2025-02-07,"7,756",UPI - UPI transfer UPI/RPZD8N
2025-03-20,"1,468",SLACK - Slack subscription UPI/W3MQOJ
2025-12-11,626 INR,SWIGGY - Swiggy food order AHM
2025-08-14,"2,518 INR",GAS - Gas bill Ref O71Q6SE4SJ
2025-07-29,₹376,UBER - Uber trip
2025-07-03,₹158,UBER - Uber trip MUM
2025-03-11,₹429,OLA - Ola ride MUM
2025-02-15,"₹17,800",CA CONSULT - CA consultation Ref RN6BMXQRHK
2025-10-03,"7,163",GOIBIBO - Goibibo booking
2025-10-14,480 INR,IRCTC - IRCTC train booking MUM
2025-04-23,₹220,UBER - Uber trip POS/NJV7AE
2025-07-08,₹835,DMART - DMart groceries MUM
2025-04-23,₹326.70,OLA - Ola ride DEL
2025-12-06,201,IRCTC - IRCTC train booking BLR
2025-11-14,343,UBER - Uber trip POS/9IHNB2
2025-10-17,"16,515",GOOGLE ADS - Google ads spend Txn HPU1FH7AM1MC
2025-07-23,"2,943 INR",AMAZON - Amazon office supplies Payment OBQZ84
2025-09-19,"₹2,620",MAKEMYTRIP - MakeMyTrip booking MUM
2025-06-29,340 INR,GITHUB - GitHub subscription BLR
2025-11-07,50 INR,IMPS - IMPS transfer ONLINE/IEEL87
2025-01-24,"2,242",VISTARA - Vistara flight DEL
2025-10-07,"₹1,206",MICROSOFT - Microsoft 365
2025-08-16,200 INR,ZOOM - Zoom subscription AHM
2025-12-19,"2,308",WATER - Water bill ONLINE/FWQSWE
2025-05-08,"3,283",AIRTEL - Airtel broadband bill Ref BRT8ID9SQM
2025-07-15,"9,791 INR",GOIBIBO - Goibibo booking ONLINE/8T4JKR
2025-03-18,"₹2,078",ELECTRICITY - Electricity bill POS/HZRXYW
2025-03-18,"₹8,963.25",LEGAL - Legal services Payment ALJBOV
2025-07-22,"1,338",ADOBE - Adobe subscription Txn Q76EQCIUP9VZ
2025-10-02,"1,260",GITHUB - GitHub subscription UPI/GHERPE
2025-03-02,"1,173",BIGBASKET - BigBasket groceries AHM
2025-01-18,80 INR,KFC - KFC meal Payment 5CJBJI
2025-12-23,"2,198",AMAZON - Amazon office supplies
2025-04-03,424,DOMINOS - Dominos pizza UPI/HTZY5I
2025-06-02,"6,082 INR",FLIPKART - Flipkart office supplies Txn JHB0NA7G8IVE
2025-04-28,"3,751",META ADS - Meta ads spend BLR
2025-06-10,₹425.24,SPOTIFY - Spotify subscription MUM
2025-08-08,"4,045.24",FREELANCER - Freelance services MUM
2025-03-07,328,DOMINOS - Dominos pizza ONLINE/1MWX31
2025-10-16,"₹10,890",AWS - AWS cloud charges Txn KA25H9HLV0HQ
2025-11-30,"3,060.93 INR",MAKEMYTRIP - MakeMyTrip booking Txn JHP4O2OZ54CO
2025-01-12,500,GOOGLE CLOUD - Google Cloud billing Payment QVH4GO
2025-06-26,"10,146",FREELANCER - Freelance services UPI/JFU4DS
2025-11-26,439,ZOMATO - Zomato food order DEL
2025-02-12,"1,090",FLIPKART - Flipkart office supplies BLR
2025-06-02,"1,578",SLACK - Slack subscription
2025-06-25,"3,379",ADOBE - Adobe subscription AHM
2025-07-23,"₹11,748",AWS - AWS cloud charges AHM
2025-02-08,"2,615",SLACK - Slack subscription POS/QMN2WK
2025-07-03,100,SBI - SBI service charge MUM
2025-09-23,815,DOMINOS - Dominos pizza Payment 5DSRYS
2025-11-15,"₹1,459",JIO - Jio fiber bill MUM
2025-04-02,"₹11,513.94",GOOGLE CLOUD - Google Cloud billing AHM
2025-03-23,"₹2,045",ZOOM - Zoom subscription BLR
2025-12-26,"₹2,020",ZOOM - Zoom subscription
2025-05-13,"35,020",GOOGLE ADS - Google ads spend UPI/2IDZB4
2025-08-01,"₹1,865",ADOBE - Adobe subscription POS/BNAFN0
2025-10-05,"2,118 INR",GAS - Gas bill Ref SZ63WZU2WC
2025-10-07,"₹5,567",AWS - AWS cloud charges Payment AO2UCC
2025-07-27,₹604,ZOMATO - Zomato food order DEL
2025-01-26,"8,277",GOIBIBO - Goibibo booking Txn XM35V9C5WNTJ
2025-02-23,"1,921",NOTION - Notion subscription POS/XZ0BT0
2025-05-18,873,GITHUB - GitHub subscription Payment KEQZLQ
2025-01-26,299,OLA - Ola ride ONLINE/MBON24
2025-05-10,₹530,SPOTIFY - Spotify subscription AHM
2025-12-22,₹996,RELIANCE FRESH - Reliance Fresh groceries BLR
2025-04-15,₹200,BIGBASKET - BigBasket groceries AHM
2025-05-14,"1,453 INR",ELECTRICITY - Electricity bill BLR
2025-09-29,"₹9,548",GOOGLE ADS - Google ads spend
2025-03-03,"23,104",GOOGLE ADS - Google ads spend Ref 1NT3YUPDDK
2025-08-27,₹200,WATER - Water bill
2025-05-12,"1,557 INR",JIO - Jio fiber bill POS/FOWOZM
2025-09-10,"12,463",CA CONSULT - CA consultation Txn 7S4H3B2Q3LDP
2025-07-07,"1,639",NOTION - Notion subscription
2025-11-16,334,NETFLIX - Netflix subscription POS/WMKVCB
2025-06-11,₹99.60,ICICI - ICICI bank fee
2025-11-01,"13,206",NEFT - NEFT transfer UPI/B1ABME
2025-01-14,"12,860 INR",IMPS - IMPS transfer AHM
2025-02-05,₹641,AIRTEL - Airtel broadband bill Ref 42SR7JZ61E
2025-04-11,"8,597 INR",INDIGO - IndiGo flight BLR
2025-09-14,473,SPOTIFY - Spotify subscription DEL
2025-04-15,10,SBI - SBI service charge MUM
2025-08-19,"₹3,532",CA CONSULT - CA consultation Payment STMZXG
2025-03-21,₹506,SPOTIFY - Spotify subscription ONLINE/5DRMM6
2025-01-23,"₹4,160",INDIGO - IndiGo flight AHM
2025-05-19,"1,187",ZOOM - Zoom subscription AHM
2025-11-16,₹476,SPOTIFY - Spotify subscription Txn E57KVCNOASRO
2025-11-11,"₹2,174",MICROSOFT - Microsoft 365 Txn O3SKWOF2SGHU
2025-01-20,123,ICICI - ICICI bank fee POS/DGPGT3
2025-09-22,387,UBER - Uber trip ONLINE/ZRY1AV
2025-03-15,"4,598",GOIBIBO - Goibibo booking UPI/M6QKT2
2025-11-02,"6,733",UPI - UPI transfer Payment SOX931
2025-02-15,500 INR,FREELANCER - Freelance services MUM
2025-10-04,207,SPOTIFY - Spotify subscription UPI/E3O7UI
2025-07-20,"2,304",SLACK - Slack subscription Payment RKTBO2
2025-07-15,342,SPOTIFY - Spotify subscription Ref JYVW8V5GOZ
2025-06-28,247.84 INR,ELECTRICITY - Electricity bill BLR
2025-10-05,495.38 INR,SPOTIFY - Spotify subscription Txn RNXXVKB363AF
2025-01-23,"₹2,677",INDIGO - IndiGo flight DEL
2025-03-18,"₹4,911",FLIPKART - Flipkart office supplies Txn VSF64ADK2DBC
2025-03-26,325 INR,ADOBE - Adobe subscription Ref 8YXEDK0I0U
2025-06-17,"₹1,742",AWS - AWS cloud charges
2025-07-12,"1,102",JIO - Jio fiber bill BLR
2025-02-07,"2,406",GOIBIBO - Goibibo booking BLR
2025-11-27,331.12,UBER - Uber trip AHM
2025-11-06,₹209,UBER - Uber trip Ref S8S604CKOY
2025-07-05,"₹4,487",AWS - AWS cloud charges AHM
2025-08-08,200,ELECTRICITY - Electricity bill AHM
2025-12-08,"13,971.56",GOOGLE CLOUD - Google Cloud billing UPI/SZ4A1X
2025-06-14,71,SBI - SBI service charge Payment E537YV
2025-04-20,"1,076.34",MICROSOFT - Microsoft 365
2025-02-17,₹30,SBI - SBI service charge Txn J6WYJ4OQ5Q0L
2025-12-06,"1,572 INR",ADOBE - Adobe subscription
2025-10-31,"₹2,380",NOTION - Notion subscription Payment 032FYV
2025-11-29,500 INR,LEGAL - Legal services DEL
2025-01-28,"6,731 INR",CA CONSULT - CA consultation BLR
2025-02-27,"₹4,494",AMAZON - Amazon office supplies DEL
2025-02-02,"₹33,142",GOOGLE ADS - Google ads spend Ref GVVY0BQJW3
2025-05-21,"₹5,161.15",AWS - AWS cloud charges DEL
2025-05-05,"2,129",SLACK - Slack subscription UPI/KM7QXI
2025-06-26,"1,891",WATER - Water bill Ref 4LZ26EFR6U
2025-01-15,"1,840.46",JIO - Jio fiber bill ONLINE/47G51M
2025-04-04,"₹24,665",GOOGLE ADS - Google ads spend Ref S651O7AEMB
2025-02-15,"1,644",GOOGLE CLOUD - Google Cloud billing BLR
2025-03-16,₹919,BIGBASKET - BigBasket groceries BLR
2025-12-05,150,FLIPKART - Flipkart office supplies MUM
2025-02-15,"₹5,467.51",GOIBIBO - Goibibo booking AHM
2025-01-08,₹50,OLA - Ola ride BLR
2025-04-26,"₹4,447",VISTARA - Vistara flight BLR
2025-10-19,"10,217",IMPS - IMPS transfer Ref DMK89L1E89
2025-02-18,"4,502",VISTARA - Vistara flight Payment 2R36L7
2025-03-24,"2,532",AIRTEL - Airtel broadband bill BLR
2025-12-23,₹144,SBI - SBI service charge UPI/NBFB6T
2025-02-10,₹50,IMPS - IMPS transfer ONLINE/ZE6VL1
2025-10-06,₹361,STARBUCKS - Starbucks coffee POS/8893ZR
2025-02-20,"1,758",ADOBE - Adobe subscription
2025-10-27,"9,314 INR",AWS - AWS cloud charges UPI/AIO5DH
2025-05-28,"1,931",GAS - Gas bill
2025-07-09,"7,126",AWS - AWS cloud charges UPI/WKX3M0
2025-10-08,₹198,SPOTIFY - Spotify subscription MUM
2025-11-02,"₹1,610",WATER - Water bill MUM
2025-09-14,"7,332",IMPS - IMPS transfer DEL
2025-04-15,₹395,NETFLIX - Netflix subscription Payment CFOI5N
2025-10-16,"10,763",LEGAL - Legal services Ref YGUSOSN3MO
2025-12-11,"1,478 INR",SLACK - Slack subscription DEL
2025-07-02,"2,559 INR",ELECTRICITY - Electricity bill
2025-03-15,82 INR,SBI - SBI service charge ONLINE/KSK4DP
2025-12-28,"₹2,202",AWS - AWS cloud charges ONLINE/R4XXN3
2025-03-04,"₹11,122",LEGAL - Legal services DEL
2025-06-09,"2,625 INR",DMART - DMart groceries Payment VNVMMK
2025-06-01,₹479,SPOTIFY - Spotify subscription
2025-03-14,"7,906.52 INR",AMAZON - Amazon office supplies UPI/HLACMM
2025-05-18,₹710,KFC - KFC meal
2025-08-29,"₹14,878.11",GOOGLE ADS - Google ads spend POS/D6WPBM
2025-11-26,"1,099",FLIPKART - Flipkart office supplies BLR
2025-09-10,254,AMAZON - Amazon office supplies Txn 5FPZQW7ESJ7A
2025-08-30,₹202,STARBUCKS - Starbucks coffee Ref J60LZNPYEV
2025-08-27,"1,537",DMART - DMart groceries UPI/RU949P
2025-04-19,127.56,SBI - SBI service charge Txn E6FU7RV6HL7W
2025-01-16,"2,686 INR",GOOGLE CLOUD - Google Cloud billing AHM
2025-11-23,412 INR,SPOTIFY - Spotify subscription POS/FZ4JBV
2025-08-23,"2,219.68",SLACK - Slack subscription AHM
2025-09-26,"10,193 INR",CA CONSULT - CA consultation
2025-06-12,"17,162",AWS - AWS cloud charges ONLINE/2Q8EWK
2025-12-19,"₹2,392",GITHUB - GitHub subscription AHM
2025-07-11,50 INR,UPI - UPI transfer
2025-09-01,519,SPOTIFY - Spotify subscription AHM
2025-03-14,112 INR,OLA - Ola ride BLR
2025-03-19,50,ICICI - ICICI bank fee
2025-08-07,₹56,HDFC - HDFC bank charge DEL
2025-06-22,"2,416",AMAZON - Amazon office supplies POS/BM6PE3
2025-12-15,200,NOTION - Notion subscription
2025-09-15,430,DOMINOS - Dominos pizza Payment 7C9NVQ
2025-07-01,200,ATLASSIAN - Atlassian Jira Payment NSNGBC
2025-07-15,148.78,HDFC - HDFC bank charge Payment K9OKJX
2025-12-25,"₹1,252",ELECTRICITY - Electricity bill Ref JVEWQW4ZYQ
2025-06-18,"8,951",AWS - AWS cloud charges Txn AT8D3GFSBJD6
2025-08-19,₹10,ICICI - ICICI bank fee POS/6WPIB8
2025-02-17,"₹9,557",META ADS - Meta ads spend BLR
2025-11-23,"1,334.97 INR",DMART - DMart groceries BLR
2025-12-31,₹457,SWIGGY - Swiggy food order POS/RBS5QI
2025-02-12,702 INR,KFC - KFC meal MUM
2025-11-25,348 INR,SWIGGY - Swiggy food order
2025-08-05,631,KFC - KFC meal
2025-07-18,"₹2,904",ADOBE - Adobe subscription Payment 0RGIDD
2025-06-16,"₹10,269.32",GOIBIBO - Goibibo booking Ref 1869G492CH
2025-01-04,"1,855 INR",ADOBE - Adobe subscription BLR
2025-04-21,"9,644.18",GOOGLE ADS - Google ads spend Ref GE5INPSQGN
2025-03-11,950 INR,DMART - DMart groceries DEL
2025-12-13,"2,566",GITHUB - GitHub subscription MUM
2025-11-21,"1,638",ZOOM - Zoom subscription Payment F7QRPN
2025-10-16,"₹3,415",CA CONSULT - CA consultation ONLINE/PVMPNE
2025-02-28,"6,911",FREELANCER - Freelance services DEL
2025-02-25,203 INR,SBI - SBI service charge BLR
2025-03-30,"2,803",AMAZON - Amazon office supplies DEL
2025-01-02,280 INR,SWIGGY - Swiggy food order MUM
2025-03-02,"4,526",AMAZON - Amazon office supplies POS/5JYE3I
2025-12-02,₹66,ICICI - ICICI bank fee BLR
2025-10-07,₹50,NEFT - NEFT transfer BLR
2025-03-30,"₹6,744",FLIPKART - Flipkart office supplies AHM
2025-11-03,₹276,KFC - KFC meal UPI/RDKAWT
2025-10-29,"1,043 INR",AMAZON - Amazon office supplies POS/IQ84AG
2025-08-15,₹80,DOMINOS - Dominos pizza
2025-11-04,432,SPOTIFY - Spotify subscription Txn GZIDG9265W2E
2025-10-19,"₹3,912",FREELANCER - Freelance services AHM
2025-08-15,"21,297",META ADS - Meta ads spend DEL
2025-04-25,"₹6,821",AMAZON - Amazon office supplies UPI/U4AUJI
2025-08-16,"₹10,082",VISTARA - Vistara flight DEL
2025-06-03,"1,716",ZOOM - Zoom subscription
2025-11-18,"1,876",AMAZON - Amazon office supplies BLR
2025-07-08,₹145,SBI - SBI service charge DEL
2025-05-06,₹322,NETFLIX - Netflix subscription MUM
2025-07-14,279,BIGBASKET - BigBasket groceries BLR
2025-12-08,804.39,FLIPKART - Flipkart office supplies AHM
2025-07-22,"₹13,173",GOOGLE CLOUD - Google Cloud billing MUM
2025-10-14,95,ICICI - ICICI bank fee ONLINE/49X0F3
2025-04-17,"7,792 INR",AWS - AWS cloud charges MUM
2025-12-03,475,ZOMATO - Zomato food order ONLINE/QE4SDX
2025-08-23,"₹17,959.83",GOOGLE ADS - Google ads spend UPI/744BII
2025-05-25,426,DMART - DMart groceries ONLINE/64DS18
2025-09-14,"₹6,173",FREELANCER - Freelance services Payment VI2SI9
2025-04-23,"2,628 INR",GITHUB - GitHub subscription POS/CFAB00
2025-11-21,553,STARBUCKS - Starbucks coffee POS/4MSS8A
2025-04-18,442,DMART - DMart groceries UPI/XQ7JJZ
2025-10-01,50,NEFT - NEFT transfer Ref 5AX16X7D1D
2025-03-08,₹286,KFC - KFC meal UPI/39ZVAY
2025-04-10,"₹8,207",GOIBIBO - Goibibo booking Ref 93OGP6V88W
2025-08-07,814.40,AIRTEL - Airtel broadband bill
2025-08-21,"2,662",ELECTRICITY - Electricity bill BLR
2025-08-15,309 INR,ADOBE - Adobe subscription POS/1YT529
2025-09-04,₹150,AMAZON - Amazon office supplies MUM
2025-10-05,838,ZOMATO - Zomato food order UPI/OVJN7N
2025-05-24,206,HDFC - HDFC bank charge Payment W4OCH3
2025-06-10,"₹7,417",CA CONSULT - CA consultation Txn WEGFLKQIW9VZ
2025-03-21,"3,830 INR",UPI - UPI transfer BLR
2025-02-10,"1,580.84 INR",NEFT - NEFT transfer ONLINE/7HY1YE
2025-03-28,50,IMPS - IMPS transfer AHM
2025-03-02,"₹8,541",UPI - UPI transfer Txn ZTSVN6FPS83X
2025-07-08,"4,555",MAKEMYTRIP - MakeMyTrip booking Payment 63VFFJ
2025-04-23,58,SBI - SBI service charge MUM
2025-05-01,"4,478.40 INR",NEFT - NEFT transfer Payment BRG4Q9
2025-06-10,"2,337.47",MAKEMYTRIP - MakeMyTrip booking DEL
2025-09-05,"₹7,866",VISTARA - Vistara flight BLR
2025-01-12,50 INR,NEFT - NEFT transfer MUM
2025-08-06,567,OLA - Ola ride POS/4B9XSN
2025-08-30,"8,031 INR",CA CONSULT - CA consultation
2025-05-07,"2,444",ZOOM - Zoom subscription
2025-03-26,"1,381",GAS - Gas bill DEL
2025-01-09,"9,686",VISTARA - Vistara flight Payment BX7Z59
2025-08-09,"1,217 INR",NEFT - NEFT transfer DEL
2025-12-16,666,MICROSOFT - Microsoft 365 Txn VPNM1OE7RFKV
2025-08-11,138,HDFC - HDFC bank charge DEL
2025-01-04,"11,708 INR",UPI - UPI transfer BLR
2025-10-16,130 INR,HDFC - HDFC bank charge BLR
2025-11-24,"₹1,352",SLACK - Slack subscription Ref F5TN2M3PRE
2025-01-10,325 INR,STARBUCKS - Starbucks coffee POS/CZWJNU
2025-12-14,"16,078",META ADS - Meta ads spend AHM
2025-09-22,"1,660",MICROSOFT - Microsoft 365 MUM
2025-10-28,"₹3,549",JIO - Jio fiber bill MUM
2025-01-06,"₹1,173.94",AIRTEL - Airtel broadband bill DEL
2025-03-21,"1,857",RELIANCE FRESH - Reliance Fresh groceries Txn WCGDS12Y0E70
2025-05-26,114,KFC - KFC meal UPI/J5QC0U
2025-02-07,"3,326",AMAZON - Amazon office supplies BLR
2025-05-30,"11,035 INR",IMPS - IMPS transfer Txn W122KIJ5B2UD
2025-05-25,"9,207 INR",INDIGO - IndiGo flight Payment KD5PM7
2025-08-02,690,WATER - Water bill BLR
2025-01-29,"₹11,321",META ADS - Meta ads spend UPI/MHN3Q7
2025-03-08,"6,050",AMAZON - Amazon office supplies DEL
2025-08-30,"4,478 INR",INDIGO - IndiGo flight BLR
2025-04-08,"₹7,445",GOIBIBO - Goibibo booking ONLINE/BEHPO6
2025-03-27,"₹7,332",CA CONSULT - CA consultation Txn 3RNVE3KHRABV
2025-09-15,"₹3,217",SLACK - Slack subscription
2025-05-03,625,KFC - KFC meal DEL
2025-09-11,"4,198",AMAZON - Amazon office supplies UPI/RO0M1A
2025-03-22,"11,560",INDIGO - IndiGo flight ONLINE/85KMTP
2025-10-20,350,RELIANCE FRESH - Reliance Fresh groceries POS/P8DTTI
